id,rooms,surface,floor,maxfloor,compartiment,age,euro,location,link
X7F910077,3,65,8,8,decomandat,-1,85000,marasti,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/marasti/apartament-de-vanzare-3-camere-X7F910077?lista=141346768
X46K103CM,3,70,2,4,semidecomandat,-1,110000,gheorgheni,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/gheorgheni/apartament-de-vanzare-3-camere-X46K103CM?lista=141346768
X46K100SR,3,65,1,4,decomandat,-1,109000,campului,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/campului/apartament-de-vanzare-3-camere-X46K100SR?lista=141346768
X46K1029L,3,66,4,7,decomandat,-1,97000,zorilor,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/zorilor/apartament-de-vanzare-3-camere-X46K1029L?lista=141346768
X46K104EN,3,65,3,4,decomandat,-1,96500,manastur,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/manastur/apartament-de-vanzare-3-camere-X46K104EN?lista=141346768
X1KA101RG,3,80,5,5,semidecomandat,-1,92000,gheorgheni,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/gheorgheni/apartament-de-vanzare-3-camere-X1KA101RG?lista=141346768
X46K1046V,4,87,2,4,decomandat,-1,97000,manastur,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/manastur/apartament-de-vanzare-4-camere-X46K1046V?lista=141346768
XARL10066,3,65,2,4,decomandat,-1,98000,marasti,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/marasti/apartament-de-vanzare-3-camere-XARL10066?lista=141346768
X46K103TQ,3,65,4,4,semidecomandat,-1,79000,manastur,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/manastur/apartament-de-vanzare-3-camere-X46K103TQ?lista=141346768
X1KA101D9,4,76,4,4,decomandat,-1,90000,manastur,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/manastur/apartament-de-vanzare-4-camere-X1KA101D9?lista=141346768
X82S10043,4,77,1,4,decomandat,-1,110000,marasti,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/marasti/apartament-de-vanzare-4-camere-X82S10043?lista=141346768
X8M21002I,4,78,4,4,decomandat,-1,89000,manastur,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/manastur/apartament-de-vanzare-4-camere-X8M21002I?lista=141346768
X7T510031,3,65,2,4,decomandat,-1,115000,marasti,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/marasti/apartament-de-vanzare-3-camere-X7T510031?lista=141346768
X671000AH,3,68,3,10,decomandat,0,85587,buna ziua,http://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/buna-ziua/apartament-de-vanzare-3-camere-X671000AH?lista=141346768
X8MD1004B,3,67,8,10,decomandat,-1,105000,manastur,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/manastur/apartament-de-vanzare-3-camere-X8MD1004B?lista=141346768
XAR910003,3,70,2,4,semidecomandat,0,106900,iris,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/iris/apartament-de-vanzare-3-camere-XAR910003?lista=141346768
X7F91006E,3,72,1,3,semidecomandat,-1,109900,buna ziua,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/buna-ziua/apartament-de-vanzare-3-camere-X7F91006E?lista=141346768
XAHI1003A,3,60,2,4,semidecomandat,-1,96000,marasti,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/marasti/apartament-de-vanzare-3-camere-XAHI1003A?lista=141346768
X4I71004J,4,80,2,4,decomandat,-1,120000,marasti,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/marasti/apartament-de-vanzare-4-camere-X4I71004J?lista=141346768
X5ET1001B,3,65,3,4,decomandat,-1,119500,gheorgheni,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/gheorgheni/apartament-de-vanzare-3-camere-X5ET1001B?lista=141346768
X46K103L4,3,70,8,8,decomandat,-1,102000,marasti,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/marasti/apartament-de-vanzare-3-camere-X46K103L4?lista=141346768
X7F91009S,3,69,1,4,semidecomandat,0,92000,buna ziua,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/buna-ziua/apartament-de-vanzare-3-camere-X7F91009S?lista=141346768
X4I71003A,3,65,4,4,decomandat,-1,105000,gheorgheni,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/gheorgheni/apartament-de-vanzare-3-camere-X4I71003A?lista=141346768
X90R100GQ,3,67,2,4,decomandat,-1,117999,gheorgheni,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/gheorgheni/apartament-de-vanzare-3-camere-X90R100GQ?lista=141346768
X671000C0,3,69,8,10,decomandat,0,92600,buna ziua,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/buna-ziua/apartament-de-vanzare-3-camere-X671000C0?lista=141346768
X6QM10059,4,80,2,4,decomandat,-1,111900,marasti,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/marasti/apartament-de-vanzare-4-camere-X6QM10059?lista=141346768
X6710003M,3,69,2,10,decomandat,0,89900,andrei muresanu,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/andrei-muresanu/apartament-de-vanzare-3-camere-X6710003M?lista=141346768
XAH21000D,3,60,4,4,decomandat,-1,105000,central,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/central/apartament-de-vanzare-3-camere-XAH21000D?lista=141346768
X54N0001O,4,80,3,4,decomandat,-1,118000,marasti,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/marasti/apartament-de-vanzare-4-camere-X54N0001O?lista=141346768
X92N1002R,3,65,3,4,decomandat,-1,117000,gheorgheni,http://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/gheorgheni/apartament-de-vanzare-3-camere-X92N1002R?lista=141346768
X1KA100D5,3,60,2,4,decomandat,-1,83000,manastur,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/manastur/apartament-de-vanzare-3-camere-X1KA100D5?lista=141346768
X8BO1001R,4,82,4,12,decomandat,-1,110000,marasti,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/marasti/apartament-de-vanzare-4-camere-X8BO1001R?lista=141346768
X8I70005H,3,67,3,4,decomandat,-1,107000,marasti,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/marasti/apartament-de-vanzare-3-camere-X8I70005H?lista=141346768
X1FJ0019A,3,66,3,4,decomandat,-1,99000,manastur,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/manastur/apartament-de-vanzare-3-camere-X1FJ0019A?lista=141346768
X8MD1004I,4,80,4,4,decomandat,-1,95000,manastur,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/manastur/apartament-de-vanzare-4-camere-X8MD1004I?lista=141346768
X8M21006E,3,65,1,4,decomandat,-1,90000,manastur,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/manastur/apartament-de-vanzare-3-camere-X8M21006E?lista=141346768
X9PI10045,3,81,6,6,semidecomandat,0,115000,manastur,http://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/manastur/apartament-de-vanzare-3-camere-X9PI10045?lista=141346768
X7ME0000U,3,68,2,5,semidecomandat,0,96180,calea turzii,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/calea-turzii/apartament-de-vanzare-3-camere-X7ME0000U?lista=141346768
X1KA1011H,3,100,1,3,decomandat,-1,115000,manastur,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/manastur/apartament-de-vanzare-3-camere-X1KA1011H?lista=141346768
X6QM1004C,3,67,3,4,decomandat,0,99900,marasti,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/marasti/apartament-de-vanzare-3-camere-X6QM1004C?lista=141346768
X67100063,3,69,7,10,decomandat,0,98600,andrei muresanu,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/andrei-muresanu/apartament-de-vanzare-3-camere-X67100063?lista=141346768
X8M2100GJ,3,65,2,8,decomandat,-1,96000,marasti,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/marasti/apartament-de-vanzare-3-camere-X8M2100GJ?lista=141346768
X8F50007O,3,67,4,4,decomandat,-1,102000,gheorgheni,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/gheorgheni/apartament-de-vanzare-3-camere-X8F50007O?lista=141346768
X8MD1009I,3,65,4,4,decomandat,-1,82000,manastur,http://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/manastur/apartament-de-vanzare-3-camere-X8MD1009I?lista=141346768
XARL1003T,3,67,4,10,semidecomandat,0,115000,marasti,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/marasti/apartament-de-vanzare-3-camere-XARL1003T?lista=141346768
X46K105AC,3,65,4,4,decomandat,-1,110000,grigorescu,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/grigorescu/apartament-de-vanzare-3-camere-X46K105AC?lista=141346768
X57Q1008E,5,108,1,3,semidecomandat,-1,105000,iris,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/iris/apartament-de-vanzare-5-camere-X57Q1008E?lista=141346768
X8MD1004V,3,65,8,8,decomandat,-1,82500,marasti,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/marasti/apartament-de-vanzare-3-camere-X8MD1004V?lista=141346768
X5ET10040,4,80,3,8,decomandat,-1,115000,manastur,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/manastur/apartament-de-vanzare-4-camere-X5ET10040?lista=141346768
X57Q100HV,4,78,3,4,decomandat,-1,114990,marasti,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/marasti/apartament-de-vanzare-4-camere-X57Q100HV?lista=141346768
X1KA1002K,3,65,8,8,decomandat,-1,86000,marasti,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/marasti/apartament-de-vanzare-3-camere-X1KA1002K?lista=141346768
X4I71006I,3,64,4,9,decomandat,-1,120000,marasti,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/marasti/apartament-de-vanzare-3-camere-X4I71006I?lista=141346768
X7F91000J,4,78,4,4,decomandat,-1,89900,manastur,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/manastur/apartament-de-vanzare-4-camere-X7F91000J?lista=141346768
X9CH1004D,3,60,4,6,semidecomandat,0,119900,gheorgheni,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/gheorgheni/apartament-de-vanzare-3-camere-X9CH1004D?lista=141346768
X4I710046,4,78,4,4,decomandat,-1,95000,manastur,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/manastur/apartament-de-vanzare-4-camere-X4I710046?lista=141346768
X57Q100EQ,3,60,2,4,semidecomandat,-1,93000,marasti,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/marasti/apartament-de-vanzare-3-camere-X57Q100EQ?lista=141346768
XAMQ0000H,4,80,4,12,decomandat,-1,112000,marasti,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/marasti/apartament-de-vanzare-4-camere-XAMQ0000H?lista=141346768
X8F500066,3,64,4,4,decomandat,-1,110000,zorilor,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/zorilor/apartament-de-vanzare-3-camere-X8F500066?lista=141346768
X8I70003D,3,65,8,9,decomandat,-1,86000,marasti,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/marasti/apartament-de-vanzare-3-camere-X8I70003D?lista=141346768
X57Q1007V,3,66,4,4,decomandat,-1,88000,intre lacuri,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/intre-lacuri/apartament-de-vanzare-3-camere-X57Q1007V?lista=141346768
X90R100HB,4,84,8,8,decomandat,-1,115000,grigorescu,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/grigorescu/apartament-de-vanzare-4-camere-X90R100HB?lista=141346768
XB0U1003U,3,65,4,4,semidecomandat,-1,105000,gheorgheni,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/gheorgheni/apartament-de-vanzare-3-camere-XB0U1003U?lista=141346768
X01V10013,3,60,2,6,semidecomandat,-1,120000,plopilor,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/plopilor/apartament-de-vanzare-3-camere-X01V10013?lista=141346768
X9PN10019,3,66,6,8,decomandat,-1,71000,baciu,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/baciu/apartament-de-vanzare-3-camere-X9PN10019?lista=141346768
X54N0003G,3,62,2,6,semidecomandat,-1,109000,buna ziua,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/buna-ziua/apartament-de-vanzare-3-camere-X54N0003G?lista=141346768
X9CH1007L,3,70,2,4,semidecomandat,-1,107000,gheorgheni,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/gheorgheni/apartament-de-vanzare-3-camere-X9CH1007L?lista=141346768
X7F91003S,3,66,3,4,semidecomandat,0,82500,buna ziua,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/buna-ziua/apartament-de-vanzare-3-camere-X7F91003S?lista=141346768
X57Q1002E,3,66,4,4,semidecomandat,0,92960,calea turzii,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/calea-turzii/apartament-de-vanzare-3-camere-X57Q1002E?lista=141346768
X8SC1000U,3,64,4,4,decomandat,-1,97000,central,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/central/apartament-de-vanzare-3-camere-X8SC1000U?lista=141346768
X54N0007O,3,65,4,4,semidecomandat,-1,109500,grigorescu,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/grigorescu/apartament-de-vanzare-3-camere-X54N0007O?lista=141346768
X5NQ10013,3,74,1,7,decomandat,-1,98900,zorilor,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/zorilor/apartament-de-vanzare-3-camere-X5NQ10013?lista=141346768
X1KA100J7,3,80,4,4,decomandat,-1,119000,marasti,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/marasti/apartament-de-vanzare-3-camere-X1KA100J7?lista=141346768
X57Q1005D,3,74,1,6,semidecomandat,0,114000,central,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/central/apartament-de-vanzare-3-camere-X57Q1005D?lista=141346768
X9PI10027,4,79,1,4,decomandat,-1,95000,manastur,http://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/manastur/apartament-de-vanzare-4-camere-X9PI10027?lista=141346768
X93B1000Q,4,87,1,3,semidecomandat,0,115700,buna ziua,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/buna-ziua/apartament-de-vanzare-4-camere-X93B1000Q?lista=141346768
X4V300043,3,66,3,10,decomandat,0,105000,gheorgheni,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/gheorgheni/apartament-de-vanzare-3-camere-X4V300043?lista=141346768
X46K1023D,3,68,1,4,decomandat,-1,110000,manastur,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/manastur/apartament-de-vanzare-3-camere-X46K1023D?lista=141346768
X9AC1003S,4,78,4,4,decomandat,-1,95000,manastur,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/manastur/apartament-de-vanzare-4-camere-X9AC1003S?lista=141346768
X4I7100JA,4,78,3,4,decomandat,-1,120000,manastur,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/manastur/apartament-de-vanzare-4-camere-X4I7100JA?lista=141346768
X9PI10031,4,63,2,4,semidecomandat,-1,82000,manastur,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/manastur/apartament-de-vanzare-4-camere-X9PI10031?lista=141346768
XB0U100BU,3,61,2,3,semidecomandat,-1,99000,zorilor,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/zorilor/apartament-de-vanzare-3-camere-XB0U100BU?lista=141346768
X7F91006Q,3,67,2,6,semidecomandat,0,107000,buna ziua,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/buna-ziua/apartament-de-vanzare-3-camere-X7F91006Q?lista=141346768
X57Q1000Q,3,75,1,2,semidecomandat,-1,119000,central,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/central/apartament-de-vanzare-3-camere-X57Q1000Q?lista=141346768
X8M210089,4,75,4,4,semidecomandat,-1,92500,campului,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/campului/apartament-de-vanzare-4-camere-X8M210089?lista=141346768
X8MD1001S,3,70,4,4,semidecomandat,-1,88000,manastur,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/manastur/apartament-de-vanzare-3-camere-X8MD1001S?lista=141346768
X8BO1000I,3,62,3,6,semidecomandat,0,74000,dambul rotund,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/dambul-rotund/apartament-de-vanzare-3-camere-X8BO1000I?lista=141346768
X8MD1003E,4,82,2,4,decomandat,-1,106000,manastur,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/manastur/apartament-de-vanzare-4-camere-X8MD1003E?lista=141346768
X4HK10058,3,75,4,10,semidecomandat,0,105570,sopor,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/sopor/apartament-de-vanzare-3-camere-X4HK10058?lista=141346768
X4I7100E5,3,65,4,4,decomandat,-1,105000,marasti,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/marasti/apartament-de-vanzare-3-camere-X4I7100E5?lista=141346768
X8M2100M7,4,86,4,4,decomandat,-1,96000,manastur,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/manastur/apartament-de-vanzare-4-camere-X8M2100M7?lista=141346768
X7KQ100FS,3,70,1,2,semidecomandat,0,103000,buna ziua,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/buna-ziua/apartament-de-vanzare-3-camere-X7KQ100FS?lista=141346768
X5ET1003N,4,81,2,4,decomandat,-1,97000,manastur,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/manastur/apartament-de-vanzare-4-camere-X5ET1003N?lista=141346768
X1KA10190,3,75,7,11,decomandat,0,117459,marasti,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/marasti/apartament-de-vanzare-3-camere-X1KA10190?lista=141346768
X9CH1002F,3,63,2,8,semidecomandat,0,109000,buna ziua,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/buna-ziua/apartament-de-vanzare-3-camere-X9CH1002F?lista=141346768
XARL10006,4,78,4,4,decomandat,-1,95000,manastur,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/manastur/apartament-de-vanzare-4-camere-XARL10006?lista=141346768
X57Q100GA,3,60,1,4,decomandat,0,110000,borhanci,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/borhanci/apartament-de-vanzare-3-camere-X57Q100GA?lista=141346768
X8I700014,3,65,4,4,decomandat,-1,105000,gheorgheni,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/gheorgheni/apartament-de-vanzare-3-camere-X8I700014?lista=141346768
X57Q10056,3,67,2,6,semidecomandat,0,115000,buna ziua,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/buna-ziua/apartament-de-vanzare-3-camere-X57Q10056?lista=141346768
X9LN10006,3,65,2,9,semidecomandat,-1,108000,gheorgheni,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/gheorgheni/apartament-de-vanzare-3-camere-X9LN10006?lista=141346768
X7KQ100AT,3,65,2,4,semidecomandat,-1,120000,marasti,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/marasti/apartament-de-vanzare-3-camere-X7KQ100AT?lista=141346768
X93B1000J,3,87,1,3,semidecomandat,0,115700,buna ziua,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/buna-ziua/apartament-de-vanzare-3-camere-X93B1000J?lista=141346768
X46K1009K,4,81,1,4,decomandat,-1,117000,manastur,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/manastur/apartament-de-vanzare-4-camere-X46K1009K?lista=141346768
X8JT1002O,3,68,2,4,decomandat,-1,111000,marasti,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/marasti/apartament-de-vanzare-3-camere-X8JT1002O?lista=141346768
X4I71001P,4,82,4,4,decomandat,-1,102000,manastur,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/manastur/apartament-de-vanzare-4-camere-X4I71001P?lista=141346768
XB3M1009E,3,66,7,7,semidecomandat,0,82990,zorilor,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/zorilor/apartament-de-vanzare-3-camere-XB3M1009E?lista=141346768
X8MD10075,4,90,4,4,decomandat,-1,99000,manastur,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/manastur/apartament-de-vanzare-4-camere-X8MD10075?lista=141346768
X9CH10038,3,63,1,10,semidecomandat,-1,112000,semicentral,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/semicentral/apartament-de-vanzare-3-camere-X9CH10038?lista=141346768
X4I7100I0,3,68,4,4,decomandat,-1,85000,marasti,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/marasti/apartament-de-vanzare-3-camere-X4I7100I0?lista=141346768
X1KA101DB,3,76,1,6,semidecomandat,-1,85000,baciu,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/baciu/apartament-de-vanzare-3-camere-X1KA101DB?lista=141346768
X6710002O,3,69,4,10,decomandat,0,85580,andrei muresanu,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/andrei-muresanu/apartament-de-vanzare-3-camere-X6710002O?lista=141346768
X54N000CA,3,66,2,5,semidecomandat,0,89000,calea turzii,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/calea-turzii/apartament-de-vanzare-3-camere-X54N000CA?lista=141346768
X4I7100JJ,3,65,3,4,decomandat,-1,120000,gheorgheni,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/gheorgheni/apartament-de-vanzare-3-camere-X4I7100JJ?lista=141346768
XB0U10029,3,61,1,3,decomandat,-1,77000,iris,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/iris/apartament-de-vanzare-3-camere-XB0U10029?lista=141346768
X9PL1006F,3,65,3,4,decomandat,-1,107000,gheorgheni,http://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/gheorgheni/apartament-de-vanzare-3-camere-X9PL1006F?lista=141346768
X01V10093,3,65,4,4,decomandat,-1,117000,zorilor,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/zorilor/apartament-de-vanzare-3-camere-X01V10093?lista=141346768
X8MD1008S,3,65,4,4,decomandat,-1,84900,manastur,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/manastur/apartament-de-vanzare-3-camere-X8MD1008S?lista=141346768
X1KA100SF,3,68,7,7,semidecomandat,0,115100,central,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/central/apartament-de-vanzare-3-camere-X1KA100SF?lista=141346768
X46K100QS,3,65,1,4,semidecomandat,-1,110000,gheorgheni,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/gheorgheni/apartament-de-vanzare-3-camere-X46K100QS?lista=141346768
X8BT0000V,4,82,4,12,decomandat,-1,110000,marasti,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/marasti/apartament-de-vanzare-4-camere-X8BT0000V?lista=141346768
X9PI10036,3,65,4,4,decomandat,-1,85000,manastur,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/manastur/apartament-de-vanzare-3-camere-X9PI10036?lista=141346768
X1KA101EH,4,84,4,4,decomandat,-1,89000,manastur,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/manastur/apartament-de-vanzare-4-camere-X1KA101EH?lista=141346768
X4I7100G9,3,66,3,4,decomandat,-1,102000,manastur,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/manastur/apartament-de-vanzare-3-camere-X4I7100G9?lista=141346768
X4I7100G0,3,63,4,4,decomandat,-1,95000,manastur,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/manastur/apartament-de-vanzare-3-camere-X4I7100G0?lista=141346768
X8M21000Q,3,65,6,8,decomandat,-1,112000,manastur,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/manastur/apartament-de-vanzare-3-camere-X8M21000Q?lista=141346768
XARL1004I,3,67,2,6,semidecomandat,0,112000,buna ziua,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/buna-ziua/apartament-de-vanzare-3-camere-XARL1004I?lista=141346768
X6QM10012,3,65,6,8,decomandat,0,98900,zorilor,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/zorilor/apartament-de-vanzare-3-camere-X6QM10012?lista=141346768
X54N00035,3,68,4,4,decomandat,-1,119000,marasti,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/marasti/apartament-de-vanzare-3-camere-X54N00035?lista=141346768
X8MD1000H,4,85,3,9,decomandat,-1,92000,manastur,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/manastur/apartament-de-vanzare-4-camere-X8MD1000H?lista=141346768
X9AC10053,3,65,4,4,semidecomandat,-1,114000,grigorescu,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/grigorescu/apartament-de-vanzare-3-camere-X9AC10053?lista=141346768
X4I71007K,3,67,3,4,semidecomandat,-1,108000,gheorgheni,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/gheorgheni/apartament-de-vanzare-3-camere-X4I71007K?lista=141346768
X9PL10011,3,67,2,6,semidecomandat,0,109500,buna ziua,http://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/buna-ziua/apartament-de-vanzare-3-camere-X9PL10011?lista=141346768
X5NQ1003V,3,71,2,5,decomandat,0,81650,marasti,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/marasti/apartament-de-vanzare-3-camere-X5NQ1003V?lista=141346768
X57Q100D3,3,66,2,4,semidecomandat,-1,109000,gheorgheni,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/gheorgheni/apartament-de-vanzare-3-camere-X57Q100D3?lista=141346768
X1KA10071,4,87,4,4,decomandat,-1,117000,manastur,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/manastur/apartament-de-vanzare-4-camere-X1KA10071?lista=141346768
X8F500083,3,67,2,6,semidecomandat,-1,107000,buna ziua,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/buna-ziua/apartament-de-vanzare-3-camere-X8F500083?lista=141346768
X9PI1003E,4,108,3,3,semidecomandat,-1,98500,manastur,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/manastur/apartament-de-vanzare-4-camere-X9PI1003E?lista=141346768
X9PL1008N,3,64,4,4,decomandat,-1,108000,intre lacuri,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/intre-lacuri/apartament-de-vanzare-3-camere-X9PL1008N?lista=141346768
X90R1007K,3,63,6,8,decomandat,-1,98400,manastur,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/manastur/apartament-de-vanzare-3-camere-X90R1007K?lista=141346768
XAON1000J,3,76,7,7,decomandat,-1,118000,manastur,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/manastur/apartament-de-vanzare-3-camere-XAON1000J?lista=141346768
X90R100B3,3,60,3,3,semidecomandat,-1,100000,manastur,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/manastur/apartament-de-vanzare-3-camere-X90R100B3?lista=141346768
X1KA100GV,4,78,6,7,decomandat,-1,120000,marasti,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/marasti/apartament-de-vanzare-4-camere-X1KA100GV?lista=141346768
X46K100NQ,4,83,9,9,decomandat,-1,98000,manastur,https://www.imobiliare.ro/vanzare-apartamente/cluj-napoca/manastur/apartament-de-vanzare-4-camere-X46K100NQ?lista=141346768
